,frame_name,count,ex1,ex2,ex3,ex4,ex5,Anders,Meriem,Terne,Steffen,Paul
20,Leadership,783,"Our syntactic trees are annotated with a syntactic head for each constituent . | Text : head | Annotation Set : [{'name': 'Leader', 'spans': [{'start': 8, 'end': 9, 'text': 'head'}]}, {'name': 'Governed', 'spans': [{'start': 7, 'end': 8, 'text': 'syntactic'}]}]","head -LRB- i -RRB- returns the index of the head of i . | Text : head | Annotation Set : [{'name': 'Leader', 'spans': [{'start': 0, 'end': 1, 'text': 'head'}]}]","head -LRB- i -RRB- returns the index of the head of i . | Text : head | Annotation Set : [{'name': 'Leader', 'spans': [{'start': 9, 'end': 10, 'text': 'head'}]}, {'name': 'Governed', 'spans': [{'start': 10, 'end': 12, 'text': 'of i'}]}]","The head of a POS tag is its own position . | Text : head | Annotation Set : [{'name': 'Leader', 'spans': [{'start': 1, 'end': 2, 'text': 'head'}]}, {'name': 'Governed', 'spans': [{'start': 2, 'end': 6, 'text': 'of a POS tag'}]}]","Feature CrdBin counts binary events involving the heads of coordinated phrases . | Text : heads | Annotation Set : [{'name': 'Leader', 'spans': [{'start': 7, 'end': 8, 'text': 'heads'}]}, {'name': 'Governed', 'spans': [{'start': 8, 'end': 11, 'text': 'of coordinated phrases'}]}]",0,0,0,0,0
21,Categorization,779,"Following this , we derive a dependency-based structure representation from texts , which aims to provide a proper base for the inference rule application . | Text : representation | Annotation Set : [{'name': 'Speaker', 'spans': [{'start': 3, 'end': 4, 'text': 'we'}]}]","One way to deal with textual inference is through rule representation , for example X wrote Y Pz� X is author of Y . | Text : representation | Annotation Set : []","In particular , we use a structure representation derived from the dependency parse trees of T and H , which aims to capture the essential information they convey . | Text : representation | Annotation Set : [{'name': 'Speaker', 'spans': [{'start': 3, 'end': 4, 'text': 'we'}]}]","Section 4 discusses the application of the rules for the RTE data , describing the structure representation we use to identify the appropriate context for the rule application . | Text : describing | Annotation Set : [{'name': 'Item', 'spans': [{'start': 14, 'end': 17, 'text': 'the structure representation'}]}]","Section 4 discusses the application of the rules for the RTE data , describing the structure representation we use to identify the appropriate context for the rule application . | Text : representation | Annotation Set : []",0,0,0,0,0
22,Communicate_categorization,761,"In each iteration of self-training , the system labels the training corpus and its decisions are treated as input for the next training phase . | Text : treated | Annotation Set : [{'name': 'Item', 'spans': [{'start': 9, 'end': 15, 'text': 'the training corpus and its decisions'}]}, {'name': 'Category', 'spans': [{'start': 17, 'end': 24, 'text': 'as input for the next training phase'}]}]","There are also several papers which treat coference as an unsupervised clustering problem -LRB- Cardie and Wagstaff , 1999 ; Angheluta et al. , 2004 -RRB- . | Text : treat | Annotation Set : [{'name': 'Speaker', 'spans': [{'start': 4, 'end': 5, 'text': 'papers'}]}, {'name': 'Item', 'spans': [{'start': 7, 'end': 8, 'text': 'coference'}]}, {'name': 'Category', 'spans': [{'start': 8, 'end': 19, 'text': 'as an unsupervised clustering problem -LRB- Cardie and Wagstaff , 1999'}]}]","The system described here handles all of these cases . | Text : described | Annotation Set : [{'name': 'Manner', 'spans': [{'start': 3, 'end': 4, 'text': 'here'}]}, {'name': 'Speaker', 'spans': [{'start': 0, 'end': 2, 'text': 'The system'}]}, {'name': 'Item', 'spans': [{'start': 5, 'end': 9, 'text': 'all of these cases'}]}]","< newSection > 6 Definition of Correctness We evaluate all programs according to Mitkov 's `` resolution etiquette '' scoring metric -LRB- also used in Cherry and Bergsma -LRB- 2005 -RRB- -RRB- , which is defined as follows : if N is the number of non-anaphoric pronouns correctly identified , A the number of anaphoric pronouns correctly linked to their antecedent , and P the total number of pronouns , then a pronoun-anaphora program 's percentage correct Most papers dealing with pronoun coreference use this simple ratio , or the variant that ignores non-anaphoric pronouns . | Text : Definition | Annotation Set : [{'name': 'Item', 'spans': [{'start': 5, 'end': 7, 'text': 'of Correctness'}]}]","< newSection > 6 Definition of Correctness We evaluate all programs according to Mitkov 's `` resolution etiquette '' scoring metric -LRB- also used in Cherry and Bergsma -LRB- 2005 -RRB- -RRB- , which is defined as follows : if N is the number of non-anaphoric pronouns correctly identified , A the number of anaphoric pronouns correctly linked to their antecedent , and P the total number of pronouns , then a pronoun-anaphora program 's percentage correct Most papers dealing with pronoun coreference use this simple ratio , or the variant that ignores non-anaphoric pronouns . | Text : defined | Annotation Set : [{'name': 'Item', 'spans': [{'start': 33, 'end': 34, 'text': 'which'}]}, {'name': 'Category', 'spans': [{'start': 36, 'end': 38, 'text': 'as follows'}]}]",0,0,0,0,0
23,Education_teaching,755,"Automatically learned reordering models , which can be conditioned on lexical items from both the source and the target , provide some limited reordering capability when added to SMT systems . | Text : learned | Annotation Set : [{'name': 'Manner', 'spans': [{'start': 0, 'end': 1, 'text': 'Automatically'}]}]","Obviously , the same reordering has to be applied to both training data and test data . | Text : training | Annotation Set : []",We show that using the reordering rules results in gains in the translation scores and study the effect of the training data size on those gains . | Text : study | Annotation Set : [],We show that using the reordering rules results in gains in the translation scores and study the effect of the training data size on those gains . | Text : training | Annotation Set : [],"Morphological segmentation has been shown to benefit Arabic-to-English -LRB- Habash and Sadat , 2006 -RRB- and English-to-Arabic -LRB- Badr et al. , 2008 -RRB- translation , although the gains tend to decrease with increasing training data size . | Text : training | Annotation Set : []",0,0,0,0,0
24,Capability,754,"This can be very useful for cross-lingual information retrieval and the preparation of multi-lingual lexical resources . | Text : can | Annotation Set : [{'name': 'Event', 'spans': [{'start': 4, 'end': 5, 'text': 'useful'}]}, {'name': 'Entity', 'spans': [{'start': 0, 'end': 1, 'text': 'This'}]}]","Thus given a few Hebrew words as a description for some category , it can be useful to obtain a similar -LRB- and probably more extended -RRB- set of English words representing the same category . | Text : can | Annotation Set : [{'name': 'Event', 'spans': [{'start': 17, 'end': 35, 'text': 'to obtain a similar -LRB- and probably more extended -RRB- set of English words representing the same category'}]}, {'name': 'Entity', 'spans': [{'start': 13, 'end': 14, 'text': 'it'}]}]","Unlike in the majority of recent studies where the acquisition framework is designed with specific languages in mind , in our task the algorithm should be able to deal well with a wide variety of target languages without any significant manual adaptations . | Text : able | Annotation Set : [{'name': 'Event', 'spans': [{'start': 27, 'end': 42, 'text': 'to deal well with a wide variety of target languages without any significant manual adaptations'}]}, {'name': 'Entity', 'spans': [{'start': 22, 'end': 24, 'text': 'the algorithm'}]}]","While some of the proposed frameworks could potentially be language-independent , little research has been done to confirm it yet . | Text : could | Annotation Set : [{'name': 'Event', 'spans': [{'start': 7, 'end': 13, 'text': 'potentially be language-independent , little research'}]}, {'name': 'Entity', 'spans': [{'start': 1, 'end': 6, 'text': 'some of the proposed frameworks'}]}]","Most studies specify seed patterns in advance , and it is not clear whether translated patterns can work well on different languages . | Text : can | Annotation Set : [{'name': 'Event', 'spans': [{'start': 17, 'end': 18, 'text': 'work'}]}, {'name': 'Entity', 'spans': [{'start': 14, 'end': 16, 'text': 'translated patterns'}]}]",0,0,0,0,0
25,Locative_relation,738,"The key feature of such systems is that , even though the FSTs making up the cascade must be composed in a particular order , the result of composition is a single FST relating surface and lexical levels directly , as in two-level morphology . | Text : up | Annotation Set : [{'name': 'Figure', 'spans': [{'start': 11, 'end': 13, 'text': 'the FSTs'}]}]","This presents problems in the case of non-concatenative morphology : discontinuous morphemes -LRB- circumfix-ation -RRB- ; infixation , which breaks up a morpheme by inserting another within it ; reduplication , by which part or all of some morpheme is copied ; and the template morphology -LRB- also called stempattern morphology , intercalation , and interdigitation -RRB- that characterizes Semitic languages , and which is the focus of much of this paper . | Text : up | Annotation Set : []","The stem of a Semitic verb consists of a root , essentially a sequence of consonants , and a pattern , a sort of template which inserts other segments between the root consonants and possibly copies certain of them -LRB- see Tigrinya examples in the next section -RRB- . | Text : next | Annotation Set : [{'name': 'Figure', 'spans': [{'start': 35, 'end': 43, 'text': 'copies certain of them -LRB- see Tigrinya examples'}]}, {'name': 'Ground', 'spans': [{'start': 46, 'end': 47, 'text': 'section'}]}]","The next section gives an overview of Tigrinya verb morphology . | Text : next | Annotation Set : [{'name': 'Figure', 'spans': [{'start': 2, 'end': 3, 'text': 'section'}]}]","In the next section I consider an augmentation to finite state morphology offering clear advantages for this language . | Text : next | Annotation Set : [{'name': 'Figure', 'spans': [{'start': 6, 'end': 18, 'text': 'an augmentation to finite state morphology offering clear advantages for this language'}]}, {'name': 'Ground', 'spans': [{'start': 3, 'end': 4, 'text': 'section'}]}]",0,0,0,0,0
26,Frequency,732,"-LRB- 1991 -RRB- , who represented the two main senses of a SL word by its two most frequent translations in the target language -LRB- TL -RRB- . | Text : frequent | Annotation Set : []","Nevertheless , the theoretical soundness of these senses is not really addressed . | Text : Nevertheless | Annotation Set : []","A correct translation may be attained even without WSD , as in the case of parallel ambiguities where the SL and TL words are similarly ambiguous -LRB- Resnik and Yarowsky , 2000 -RRB- .2 However , this conception of senses is not theoretically sound , as translation equivalents do not always constitute valid sense indicators . | Text : always | Annotation Set : [{'name': 'Event', 'spans': [{'start': 46, 'end': 48, 'text': 'translation equivalents'}]}]","This is often neglected in an attempt to render the sense inventory as close as possible to the training corpus of the SMT system . | Text : often | Annotation Set : [{'name': 'Event', 'spans': [{'start': 4, 'end': 24, 'text': 'in an attempt to render the sense inventory as close as possible to the training corpus of the SMT system'}]}]","In the case of a one-equivalent cluster , this information corresponds to the set of the equivalent 's ' Most often near-synonyms but they may be linked by other relations -LRB- hyperonymy , hyponymy , etc. -RRB- . | Text : often | Annotation Set : [{'name': 'Event', 'spans': [{'start': 23, 'end': 27, 'text': 'they may be linked'}]}]",0,0,0,0,0
27,Evidence,731,"In section 4 , we illustrate the difficulties of error correction and show how simple combinations of local features perform poorly . | Text : illustrate | Annotation Set : [{'name': 'Proposition', 'spans': [{'start': 6, 'end': 11, 'text': 'the difficulties of error correction'}]}, {'name': 'Support', 'spans': [{'start': 4, 'end': 5, 'text': 'we'}]}]","From a subset of 210 nuclei -LRB- 917 tokens -RRB- , hand-evaluation reveals error detection precision to be 93 % -LRB- 195/210 -RRB- , with 274 -LRB- of the 917 -RRB- corpus positions in need of correction -LRB- Boyd et al. , 2008 -RRB- . | Text : reveals | Annotation Set : [{'name': 'Proposition', 'spans': [{'start': 13, 'end': 16, 'text': 'error detection precision'}]}, {'name': 'Support', 'spans': [{'start': 11, 'end': 12, 'text': 'hand-evaluation'}]}]","-LRB- 2008 -RRB- , we add L or R to the label to indicate which word is the head , the left -LRB- L -RRB- or the right -LRB- R -RRB- . | Text : indicate | Annotation Set : [{'name': 'Proposition', 'spans': [{'start': 14, 'end': 19, 'text': 'which word is the head'}]}]","Pulling apart the features commonly employed in dependency parsing can help indicate the contributions each has on the classification . | Text : indicate | Annotation Set : [{'name': 'Proposition', 'spans': [{'start': 12, 'end': 19, 'text': 'the contributions each has on the classification'}]}, {'name': 'Support', 'spans': [{'start': 2, 'end': 9, 'text': 'the features commonly employed in dependency parsing'}]}]","The variation ¨ar v¨ag -LRB- ’is way’ -RRB- , for example , appears twice with the same local context shown in -LRB- 1 -RRB- , 4 once incorrectly labeled as OO-L -LRB- other object -LSB- head on the left -RSB- -RRB- and once correctly as SPL -LRB- subjective predicative complement -RRB- . | Text : shown | Annotation Set : [{'name': 'Proposition', 'spans': [{'start': 20, 'end': 21, 'text': 'in'}]}, {'name': 'Support', 'spans': [{'start': 15, 'end': 19, 'text': 'the same local context'}]}]",0,0,0,0,0
28,Assessing,711,"Specifically , he shows that : linear context-free rewriting systems -LRB- LCFRS -RRB- with fan-out k -LRB- Vijay-Shanker et al. , 1987 ; Satta , 1992 -RRB- induce the set of dependency structures with gap degree at most k − 1 ; coupled context-free grammars in which the maximal rank of a nonterminal is k -LRB- Hotz and Pitsch , 1996 -RRB- induce the set of well-nested dependency structures with gap degree at most k − 1 ; and LTAGs -LRB- Joshi and Schabes , 1997 -RRB- induce the set of well-nested dependency structures with gap degree at most 1 . | Text : rank | Annotation Set : [{'name': 'Phenomenon', 'spans': [{'start': 50, 'end': 53, 'text': 'of a nonterminal'}]}]","Again , this complexity result is in line with what could be expected from previous research in constituency parsing : Kuhlmann -LRB- 2007 -RRB- shows that the set of well-nested dependency structures with gap degree at most k is closely related to coupled context-free grammars in which the maximal rank of a nonterminal is k + 1 ; and the constituency parser defined by Hotz and Pitsch -LRB- 1996 -RRB- for these grammars also adds an n2 factor for each unit increment of k . | Text : rank | Annotation Set : [{'name': 'Phenomenon', 'spans': [{'start': 50, 'end': 53, 'text': 'of a nonterminal'}]}]","Therefore , our O -LRB- n3k+4 -RRB- parser can analyse all the gap degree k structures in these treebanks . | Text : analyse | Annotation Set : [{'name': 'Phenomenon', 'spans': [{'start': 10, 'end': 19, 'text': 'all the gap degree k structures in these treebanks'}]}]","Secondly , an evaluation is performed on a large set of data , showing the benefits and the limits of such approach . | Text : evaluation | Annotation Set : []","In this paper , we describe the prototype we built to evaluate the feasibility of such approach . | Text : evaluate | Annotation Set : [{'name': 'Assessor', 'spans': [{'start': 8, 'end': 9, 'text': 'we'}]}, {'name': 'Phenomenon', 'spans': [{'start': 12, 'end': 17, 'text': 'the feasibility of such approach'}]}]",0,0,0,0,0
29,Vehicle,674,"ta -LRB- f -RRB- -RRB- is a tree of category A if ti is a tree of category Bi and there is a production : A → f -LSB- B1 ... | Text : Bi | Annotation Set : [{'name': 'Vehicle', 'spans': [{'start': 18, 'end': 19, 'text': 'Bi'}]}]","wk as a prefix in constituent l for any sequence of arguments ti : Bi . | Text : Bi | Annotation Set : [{'name': 'Vehicle', 'spans': [{'start': 14, 'end': 15, 'text': 'Bi'}]}]","Doing so limits the features that are available to our models , requiring features to be structurally local . | Text : models | Annotation Set : [{'name': 'Possessor', 'spans': [{'start': 9, 'end': 10, 'text': 'our'}]}, {'name': 'Vehicle', 'spans': [{'start': 10, 'end': 11, 'text': 'models'}]}]","Meanwhile , some learning algorithms , like maximum likelihood for conditional log-linear models -LRB- Laf-ferty et al. , 2001 -RRB- , unsupervised models -LRB- Pereira and Schabes , 1992 -RRB- , and models with hidden variables -LRB- Koo and Collins , 2005 ; Wang et al. , 2007 ; Blunsom et al. , 2008 -RRB- , require summing over the scores of many structures to calculate marginals . | Text : models | Annotation Set : [{'name': 'Vehicle', 'spans': [{'start': 12, 'end': 13, 'text': 'models'}]}]","We first review the semiring-weighted logic programming view of dynamic programming algorithms -LRB- Shieber et al. , 1995 -RRB- and identify an intuitive property of a program called proof locality that follows from feature locality in the underlying probability model -LRB- §2 -RRB- . | Text : model | Annotation Set : [{'name': 'Vehicle', 'spans': [{'start': 39, 'end': 40, 'text': 'model'}]}]",0,0,0,0,0
30,Type,664,"Here , the challenge is to identify the most relevant facts in a document , but not necessarily in a coherent full-text form as is done in summarization . | Text : form | Annotation Set : [{'name': 'Subtype', 'spans': [{'start': 22, 'end': 23, 'text': 'form'}]}, {'name': 'Type_Property', 'spans': [{'start': 21, 'end': 22, 'text': 'full-text'}]}]","AURUM has two types of features : sentence features , such as the position of the sentence or the existence of a negation word , receive the same value for the entire sentence . | Text : types | Annotation Set : [{'name': 'Subtype', 'spans': [{'start': 3, 'end': 4, 'text': 'types'}]}, {'name': 'Category', 'spans': [{'start': 4, 'end': 6, 'text': 'of features'}]}]","Verb classes . | Text : classes | Annotation Set : [{'name': 'Subtype', 'spans': [{'start': 1, 'end': 2, 'text': 'classes'}]}]","After exploring the training data we manually compiled two classes of verbs , each containing 15-20 inflected and uninflected lexemes , talkVerbs and actionVerbs . | Text : classes | Annotation Set : [{'name': 'Subtype', 'spans': [{'start': 9, 'end': 10, 'text': 'classes'}]}, {'name': 'Category', 'spans': [{'start': 10, 'end': 12, 'text': 'of verbs'}]}]","Our approach emphasizes a wide variety of features , including many linguistic features . | Text : variety | Annotation Set : [{'name': 'Subtype', 'spans': [{'start': 5, 'end': 6, 'text': 'variety'}]}, {'name': 'Category', 'spans': [{'start': 6, 'end': 8, 'text': 'of features'}]}, {'name': 'Type_Property', 'spans': [{'start': 4, 'end': 5, 'text': 'wide'}]}]",0,0,0,0,0
31,Scrutiny,662,"< newSection > Abstract Sentence fluency is an important component of overall text readability but few studies in natural language processing have sought to understand the factors that define it . | Text : studies | Annotation Set : [{'name': 'Ground', 'spans': [{'start': 17, 'end': 21, 'text': 'in natural language processing'}]}]","We report the results of an initial study into the predictive power of surface syntactic statistics for the task ; we use fluency assessments done for the purpose of evaluating machine translation . | Text : study | Annotation Set : [{'name': 'Ground', 'spans': [{'start': 8, 'end': 16, 'text': 'into the predictive power of surface syntactic statistics'}]}]","This finding suggests that developing a dedicated , task-independent corpus of fluency judgments will be beneficial for further investigations of the problem . | Text : investigations | Annotation Set : [{'name': 'Ground', 'spans': [{'start': 19, 'end': 22, 'text': 'of the problem'}]}]","The exploration of branching properties of human and machine translations was motivated by the observations during failure analysis that MT system output tends to favor right-branching structures over noun compounding . | Text : analysis | Annotation Set : [{'name': 'Cognizer', 'spans': [{'start': 12, 'end': 15, 'text': 'by the observations'}]}]",In our work we continue the investigation of sentence level fluency based on features that capture surface statistics of the syntactic structure in a sentence . | Text : investigation | Annotation Set : [],0,0,0,0,0
32,Inclusion,654,"One problem with Personalized PageRank is that if one of the target words has two senses which are related by semantic relations , those senses reinforce each other , and could thus dampen the effect of the other senses in the context . | Text : has | Annotation Set : [{'name': 'Part', 'spans': [{'start': 14, 'end': 16, 'text': 'two senses'}]}, {'name': 'Total', 'spans': [{'start': 8, 'end': 13, 'text': 'one of the target words'}]}]","The main idea of this approach is to avoid biasing the initial score of concepts associated to target word Wi , and let the surrounding words decide which concept associated to Wi has more relevance . | Text : has | Annotation Set : [{'name': 'Part', 'spans': [{'start': 33, 'end': 35, 'text': 'more relevance'}]}, {'name': 'Total', 'spans': [{'start': 28, 'end': 32, 'text': 'concept associated to Wi'}]}]","-LRB- Tsatsaronis et al. , 2007 -RRB- is another example of a two-stage process , the first one consisting on finding a relevant subgraph by performing a BFS dataset , including MFS and the best supervised system in the competition . | Text : including | Annotation Set : [{'name': 'Part', 'spans': [{'start': 31, 'end': 40, 'text': 'MFS and the best supervised system in the competition'}]}, {'name': 'Total', 'spans': [{'start': 21, 'end': 24, 'text': 'a relevant subgraph'}]}]","The dataset contains examples of the 150 most frequent nouns in the CESS-ECE corpus , manually annotated with Spanish WordNet synsets . | Text : contains | Annotation Set : [{'name': 'Part', 'spans': [{'start': 3, 'end': 10, 'text': 'examples of the 150 most frequent nouns'}]}, {'name': 'Total', 'spans': [{'start': 0, 'end': 2, 'text': 'The dataset'}]}]","It is split into a train and test part , and has an `` all words '' shape i.e. input consists on sentences , each one having at least one occurrence of a target noun . | Text : has | Annotation Set : [{'name': 'Part', 'spans': [{'start': 12, 'end': 35, 'text': ""an `` all words '' shape i.e. input consists on sentences , each one having at least one occurrence of a target noun""}]}, {'name': 'Total', 'spans': [{'start': 3, 'end': 9, 'text': 'into a train and test part'}]}]",0,0,0,0,0
33,Part_whole,604,"The remainder of this paper is organized as follows : The next section describes the relevant work done to date in keyfact extraction and automatic summarization . | Text : section | Annotation Set : [{'name': 'Part', 'spans': [{'start': 12, 'end': 13, 'text': 'section'}]}, {'name': 'Part_Prop', 'spans': [{'start': 11, 'end': 12, 'text': 'next'}]}]","Section 3 lays out our features and explains how they were learned and estimated . | Text : Section | Annotation Set : [{'name': 'Part', 'spans': [{'start': 0, 'end': 1, 'text': 'Section'}]}]","Section 4 presents the experimental setup and our results , and Section 5 concludes with a short discussion . | Text : Section | Annotation Set : [{'name': 'Part', 'spans': [{'start': 0, 'end': 1, 'text': 'Section'}]}]","Section 4 presents the experimental setup and our results , and Section 5 concludes with a short discussion . | Text : Section | Annotation Set : [{'name': 'Part', 'spans': [{'start': 11, 'end': 13, 'text': 'Section 5'}]}]","< newSection > 3 Approach In this section we describe which features were used and how the data was annotated to facilitate feature extraction and estimation . | Text : section | Annotation Set : [{'name': 'Part', 'spans': [{'start': 7, 'end': 8, 'text': 'section'}]}]",0,0,0,0,0
34,Relative_time,573,"Previous work shows that current state-of-theart WSD systems are not able to obtain better results on the adaptation scenario compared to the target scenario -LRB- Escudero et al. , 2000 ; Agirre and Martinez , 2004 ; Chan and Ng , 2007 -RRB- . | Text : Previous | Annotation Set : [{'name': 'Focal_occasion', 'spans': [{'start': 1, 'end': 2, 'text': 'work'}]}]","The paper is structured as follows . | Text : follows | Annotation Set : [{'name': 'Focal_occasion', 'spans': [{'start': 0, 'end': 2, 'text': 'The paper'}]}, {'name': 'Degree', 'spans': [{'start': 4, 'end': 5, 'text': 'as'}]}]","In the supervised setting , a recent paper by Daum´e III -LRB- 2007 -RRB- shows that a simple feature augmentation method for SVM is able to effectively use both labeled target and source data to provide the best domainadaptation results in a number of NLP tasks . | Text : recent | Annotation Set : [{'name': 'Focal_occasion', 'spans': [{'start': 7, 'end': 8, 'text': 'paper'}]}]","Compared to the DSO corpus used in prior work -LRB- cf. Section 2 -RRB- this corpus has been explicitly created for domain adaptation studies . | Text : prior | Annotation Set : [{'name': 'Focal_occasion', 'spans': [{'start': 8, 'end': 9, 'text': 'work'}]}]","We can map any feature vector i� -LRB- which represents either a train or test example -RRB- into the p-dimensional space as follows : tp = �iT VpE�1 p . Those mapped vectors have p dimensions , and each of the dimensions is what we call a SVD feature . | Text : follows | Annotation Set : []",0,0,0,0,0
35,Translating,571,"Furthermore , recent work in machine translation -LRB- Vickrey et al. , 2005 -RRB- and information retrieval -LRB- V´eronis , 2004 -RRB- indicates that induced senses can lead to improved performance in areas where methods based on a fixed sense inventory have previously failed -LRB- Carpuat and Wu , 2005 ; Voorhees , 1993 -RRB- . | Text : translation | Annotation Set : []","While EM has worked quite well for a few tasks , notably machine translations -LRB- starting with the IBM models 1-5 -LRB- Brown et al. , 1993 -RRB- , it has not had success in most others , such as part-of-speech tagging -LRB- Meri-aldo , 1991 -RRB- , named-entity recognition -LRB- Collins and Singer , 1999 -RRB- and context-free-grammar induction -LRB- numerous attempts , too many to mention -RRB- . | Text : translations | Annotation Set : [{'name': 'Cognizer', 'spans': [{'start': 12, 'end': 20, 'text': 'machine translations -LRB- starting with the IBM models'}]}]",A class of features that thus far has not been considered is based on a projection of the syntactic structure of a translation of the text to be parsed . | Text : translation | Annotation Set : [],"< newSection > 1 Introduction Parallel text or bitext is an important knowledge source for solving many problems such as machine translation , cross-language information retrieval , and the projection of linguistic resources from one language to another . | Text : translation | Annotation Set : []","First , one limiting factor for syntactic approaches to statistical machine translation is parse quality -LRB- Quirk and Corston-Oliver , 2006 -RRB- . | Text : translation | Annotation Set : []",0,0,0,0,0
36,Sole_instance,547,"It is possible for a meaning to be expressed in only one side of the sentence pair . | Text : only | Annotation Set : [{'name': 'Type', 'spans': [{'start': 12, 'end': 17, 'text': 'side of the sentence pair'}]}]","In that case , we will have a `` one-sided '' concept consisting of only one word . | Text : only | Annotation Set : []","The joint distribution of e , f and a is then : This model only take into consideration oneto-one alignments . | Text : only | Annotation Set : []","Considering only one-to-one alignments can be seen as a limitation compared to others models that can often produce at least one-to-many alignments , but on the good side , this allow the monolink model to be nicely symmetric . | Text : only | Annotation Set : []","Additionally , as already argued in -LRB- Melamed , 2000 -RRB- , there are ways to determine the boundaries of some multi-words phrases -LRB- Melamed , 2002 -RRB- , allowing to treat several words as a single token . | Text : single | Annotation Set : [{'name': 'Type', 'spans': [{'start': 37, 'end': 38, 'text': 'token'}]}]",0,0,0,0,0
37,Usefulness,520,"Argument values may be variables -LRB- e.g. , e8 , x4 : variables are the only possibility for values of ARG0 -RRB- , constants -LRB- strings such as `` London '' -RRB- , or holes -LRB- e.g. h5 -RRB- , which indicate scopal relationships . | Text : values | Annotation Set : [{'name': 'Entity', 'spans': [{'start': 0, 'end': 1, 'text': 'Argument'}]}]","Argument values may be variables -LRB- e.g. , e8 , x4 : variables are the only possibility for values of ARG0 -RRB- , constants -LRB- strings such as `` London '' -RRB- , or holes -LRB- e.g. h5 -RRB- , which indicate scopal relationships . | Text : values | Annotation Set : []","However , grammar engineers respond to consumers : if more detailed role labelling had a clear utility and required an analysis at the syntax level , we would want to do it in the grammar . | Text : utility | Annotation Set : [{'name': 'Entity', 'spans': [{'start': 15, 'end': 16, 'text': 'clear'}]}]","For our purposes , a consistent semantic interpretation involves entailment of one or more useful real world propositions -LRB- allowing for exceptions to the entailment for unusual individual sentences -RRB- . | Text : useful | Annotation Set : [{'name': 'Entity', 'spans': [{'start': 17, 'end': 18, 'text': 'propositions'}]}]","The labels add no additional information and could trivially be added automatically to an RMRS if this were useful for human readers . | Text : useful | Annotation Set : [{'name': 'Purpose', 'spans': [{'start': 19, 'end': 22, 'text': 'for human readers'}]}, {'name': 'Entity', 'spans': [{'start': 16, 'end': 17, 'text': 'this'}]}]",0,0,0,0,0
38,Dimension,488,"Short delays are usually preferred for several reasons . | Text : Short | Annotation Set : [{'name': 'Object', 'spans': [{'start': 1, 'end': 2, 'text': 'delays'}]}, {'name': 'Dimension', 'spans': [{'start': 0, 'end': 1, 'text': 'Short'}]}]","For example , the audience is irritated when the delay is too large and is soon asking whether there is a problem with the interpretation . | Text : large | Annotation Set : [{'name': 'Dimension', 'spans': [{'start': 12, 'end': 13, 'text': 'large'}]}]","< newSection > 3 Automatic Simultaneous Translation Given the explanations above on human interpretation , one has to weigh two factors when considering the use of simultaneous translation systems : translation quality and cost . | Text : weigh | Annotation Set : [{'name': 'Object', 'spans': [{'start': 19, 'end': 21, 'text': 'two factors'}]}, {'name': 'Dimension', 'spans': [{'start': 15, 'end': 16, 'text': 'one'}]}]","One such advantage is its considerable shortterm memory : storing long sequences of words is not a problem for a computer system . | Text : long | Annotation Set : [{'name': 'Object', 'spans': [{'start': 11, 'end': 12, 'text': 'sequences'}]}, {'name': 'Dimension', 'spans': [{'start': 10, 'end': 11, 'text': 'long'}]}]","To that aim , we reused a large part of the evaluation protocol from the TC-STAR project -LRB- Hamon et al. , 2007 -RRB- . | Text : large | Annotation Set : [{'name': 'Object', 'spans': [{'start': 8, 'end': 9, 'text': 'part'}]}, {'name': 'Dimension', 'spans': [{'start': 7, 'end': 8, 'text': 'large'}]}]",0,0,0,0,0
39,Contingency,477,"Wikipedia3 has been also recently used to overcome some problems of automatic learning methods : excessively fine–grained definition of meanings , lack of annotated data and strong domain dependence of existing annotated corpora . | Text : dependence | Annotation Set : []","Thus , depending on the type of relations considered to be counted and the threshold established , different sets of BLC can be easily obtained for each WN version . | Text : depending | Annotation Set : [{'name': 'Determinant', 'spans': [{'start': 3, 'end': 29, 'text': 'on the type of relations considered to be counted and the threshold established , different sets of BLC can be easily obtained for each WN version'}]}]","When classifying an example , we obtain the value of the output function for each SVM classifier corresponding to each semantic class for the word example . | Text : function | Annotation Set : [{'name': 'Determinant', 'spans': [{'start': 13, 'end': 26, 'text': 'for each SVM classifier corresponding to each semantic class for the word example'}]}]","As we have seen , supervised WSD systems are very dependent of the corpora used to train and test the system . | Text : dependent | Annotation Set : [{'name': 'Degree', 'spans': [{'start': 9, 'end': 10, 'text': 'very'}]}]","These factors adversely affect the performance of Arabic-to-English SMT , especially in the English-to-Arabic direction . | Text : factors | Annotation Set : [{'name': 'Determinant', 'spans': [{'start': 1, 'end': 2, 'text': 'factors'}]}]",0,0,0,0,0
